listing_type,link,sqm,rooms,description,price,elevator,mamad,parking,views,date_advertised,date_last_seen_active,listing_id,city,neighborhood,street,floor,property_type,ad_number,error
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/sxs8paqp,140,5.0,"דירה חדשה מהניילונים כ- 125 מ""ר בנוי
בדירה ממ""ד, מעלית, חניה רגילה ומזגן מיני מרכזי, 4 חדרי שינה מתוכם סוויטת הורים מפנקת הכולל  מרפסת, חדר ארונות וחדר רחצה.
דירה מוארת, מרווחת ומאווררת, בסטנדרט בנייה גבוה צמודה לשכונת בורוכוב בגבעתיים.

כניסה במהלך החודש
ללא תיווך",11000,True,True,True,,2026-09-02 11:21:02,2026-09-10T19:28:19+00:00,sxs8paqp,רמת גן,"שכונת חשמונאים, מרכז העיר א",הרב חבה אליהו 23,6,דירה,79151985,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/yk1kjbnh,226,4.5,"להשכרה דירת גן ייחודית ומשופצת קומפלט, 4 חדרים (הוסבה מ-5 חדרים) כ119 מ""ר בנוי וגינה פרטית של 106 מ""ר, מוארת עם 2 חדרי רחצה מפנקים, וממד, רשתות נגד יתושים בכל הבית ומזגנים בכל חדר.

כניסה נפרדת מהחצר, ופרגולה מרווחת המשמשת כיום כחדר כושר ותחושת פרטיות מלאה.  מיקום מצוין בקרבת בתי ספר, גני ילדים וגינה ציבורית צמודה לבית. השכרה לשנתיים עם אופציה להארכה",11000,False,True,False,,2026-09-02 13:04:26,2026-09-10T19:28:19+00:00,yk1kjbnh,רמת גן,אזור הבילויים,ברודצקי 2,0,דירת גן,78055536,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/96wt2lm5,500,4.0,"בשכונת תל גנים המבוקשת ,
בית פרטי שטח של 500 מ""ר , בנוי 4 חדרים 120 מ""ר , הבית במצב מעולה להשכרה , תקרה גבוה, חדרים גדולים מאוד, חצר ענקית לא נגמרת , רחוב שקט במיוחד , מתאים למשפחה , וגם לשותפים . 
יש מקלט ציבורי בקרבת מקום.
מחיר הזדמנות !!! 
מפתחות במשרד",11500,False,False,False,,2026-08-09 09:05:46,2026-09-10T19:28:19+00:00,96wt2lm5,רמת גן,תל גנים,יוסף צבי,0,בית פרטי/ קוטג',84882680,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/a73xoook,500,6.5,"בית פרטי מקסים , בשכונה מדהימה 
להשכרה לשנה אחת בלבד ! 
מגרש כחצי דונם. ו 180  מ""ר בנוי בשתי קומות 
6.5 חדרים, 3 חדרי רחצה,  מקלט תת קרקעי, מחסן, וגינה מטופחת. 
אפשרות ועדיפות לריהוט ואבזור קומפלט בתוספת .
כניסה באוגוסט גמישה",11500,False,False,True,1164,2026-07-31 13:35:14,2026-09-10T19:28:19+00:00,a73xoook,רמת גן,רמת אפעל,שדרות הארזים 16,0,בית פרטי/ קוטג',53190142,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ubdwmcea,500,4.0,"להשכרה ללא תיווך ללא ריהוט
בית פרטי , כולל חצר גדולה , חנייה מרפסת 
מסורגת , דווד שמש , שקטה ומוארת
אמבטייה שרותים מטבח בנפרד",11500,False,False,True,,2026-06-14 13:21:21,2026-09-10T19:28:19+00:00,ubdwmcea,רמת גן,תל גנים,יוסף צבי 29,0,בית פרטי/ קוטג',83311100,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/vqiew8kh,500,4.0,"להשכרה
ברחוב יוסף צבי המבוקש
בשכונת תל גנים הפסטורלית.
מוצעת להשכרה 
בית פרטי
על מגרש של 500 מ""ר
בנוי 110 מ""ר
4 חדרים מרווחת
חצר ענקית  עם עצי פרי ועץ זית מהמם.
מטבח נפרד מהסלון
סורגים ורשתות
דוד שמש
מוארת ונעימה
מרפסת מקורה
חניה פרטית צמודה
טווח ארוך!!!
בקרבת הפארק הלאומי ופארק גבעתיים.
גישה מהירה לאלוף שדה וכביש 4
מקלט ציבורי בקרבת הבית.

",11500,False,False,True,,2026-08-02 08:43:59,2026-09-10T19:28:19+00:00,vqiew8kh,רמת גן,תל גנים,,0,בית פרטי/ קוטג',51329572,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/wqyvu2p7,560,4.0,"בית פרטי , שקט מואר ופסטורלי
4 חדרים עם חצר ענקית וחניה 
 דוד שמש, סורגיןם, שירותים ומקלחת בנפרד",11500,False,False,True,,2026-06-10 10:21:19,2026-09-10T19:28:19+00:00,wqyvu2p7,רמת גן,תל גנים,,0,בית פרטי/ קוטג',44928072,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/2st2f5n9,84,3.0,"דירת 3 חדרים חדשה מקבלן, 
בקומה גבוהה במיוחד במגדל היוקרה,
דירה מרווחת, מוארת ומושקעת, בעיצוב מוקפד של האדריכלית מיכל האן, המציעה חוויית מגורים ברמה גבוהה עם דגש על נוחות וסטייל.
3 חדרים,
כ84 מר בנוי,
מרפסת שמש מקורה כ12 מר,
חניה ומחסן צמוד,",12000,True,True,True,,2026-02-01 11:51:59,2026-09-10T19:28:19+00:00,2st2f5n9,רמת גן,,,38,דירה,56793870,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/5qncssd7,1,4.0,"להשכרה בבניין בן 8 שנים ברחוב עוזיאל ליד חיבת ציון, תאטרון בית צבי, תחבורה ציבורית ומרכזי קניות. דירת 4 חדרים 2 חדרי מאסטר עם מקלחת ושירותים, ממ""ד מרפסת מרפסת גדולה ומרווחת",12000,True,False,True,,2026-08-24 16:30:32,2026-09-10T19:28:19+00:00,5qncssd7,רמת גן,יד לבנים,עוזיאל,8,גג/ פנטהאוז,59091318,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/60m7x06p,100,4.0,הדירה מצויה במקום מרכזי בעיר בסמוך לתחבורה וציבורית ורכבת. נוף מרהיב. נא לא להתקשר בשבת,12000,True,False,False,,2026-08-28 12:05:33,2026-09-10T19:28:19+00:00,60m7x06p,רמת גן,בורסה,דרך אבא הלל 2,58,דירה,55374404,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/938bw3ny,150,5.0,"בשכונת הלל בית פרטי לכל מטרה , זקוק לשיפוץ ,מיקום נהדר , יציאות נוחות לקניון אילון וקניון גבעתיים .
גינה גדולה",12000,False,False,False,,2026-06-25 18:40:30,2026-09-10T19:28:19+00:00,938bw3ny,רמת גן,שכונת הלל,,0,בית פרטי/ קוטג',45632001,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/acw4rnm9,105,4.0,"נוף מדהים פונה לים ולעיר מקומה גבוהה מאוד. הדירה נמצאת במקום מרכזי בסמוך לרכבת הקלה.
נא לא להתקשר בשבת",12000,True,False,True,,2026-08-13 11:15:53,2026-09-10T19:28:19+00:00,acw4rnm9,רמת גן,בורסה,דרך אבא הלל 2,58,דירה,62596975,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/bsmhc9cv,152,6.0,"להשכרה דירת 6 חדרים חדשה, מרווחת ומוארת ברמת גן

138 מ""ר + מרפסת שמש של 13 מ""ר, קומה 7. 
הדירה אוכלסה לראשונה לפני כשנה וחצי ושמורה במצב מצויין 

בדירה ממ""ד, חניה פרטית נויה הממוקמת בסמוך למעלית. 

אפשרות להשארת ריהוט חלקי, 
כולל ארונות , תנור וכיריים. 

דירה מרווחת ונעימה מתאימה למשפחה. 

כניסה מיידית, בהעדפה  לשכירות לטווח ארוך",12000,True,True,True,,2026-08-23 11:36:56,2026-09-10T19:28:19+00:00,bsmhc9cv,רמת גן,קרית קריניצי,רועי קליין 8,7,דירה,45563383,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/d19paets,500,4.0,"בית פרטי 4 חדרים + ממד, חד קומתי במצב שמור",12000,False,True,False,,2026-09-03 12:42:30,2026-09-10T19:28:19+00:00,d19paets,רמת גן,שיכון צנחנים,"זלמן שז""ר 1",0,בית פרטי/ קוטג',87297481,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/k4go6owb,130,4.0,"שכונת חרוזים פארק הירקון רמת גן 
להשכרה דירת 4 חדרים (5במקור) 
גודל 118 מטר פלוס 12 מטר מרפסת שמש 
חדרים גדולים ומרווחים
ממ""ד 
יחידת הורים מאסטר 
3 חדרי שירותים 
מזגנים שליטה מלאה מהחדרים 
ארונות בחדרים 
דירה גדולה ומרווחת 
חניה פרטית 
מוזמנים לבקר בדירה 
בית המתווכים",12000,True,True,True,,2026-08-24 19:38:14,2026-09-10T19:28:40+00:00,k4go6owb,רמת גן,חרוזים,רחובות הנהר,5,דירה,81625648,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/m0ezgvul,97,3.0,"דירת 3 חדרים מעוצבת בקומה גבוהה מאוד!
עם נוף פנורמי פתוח של ים ושמיים ושקט שקשה למצוא במרכז העיר.
3 חדרים,
97 מ""ר,
 דירה חדשה עם מערכת בית חכם,
מטבח יוקרתי של Bulthaup,
חימום תת רצפתי, כולל בחדרי הרחצה,
מערכת מיזוג VRF,
הנמכות תקרה, תאורת LED ותאורה נסתרת
ארונות מרחפים ואסלות סמויות,
 ממד,
 חניה תת קרקעית,
מחסן צמוד,
 בריכת שחייה בבניין,",12000,False,False,False,,2026-08-18 11:24:09,2026-09-10T19:28:40+00:00,m0ezgvul,רמת גן,,ארלוזורוב,40,דירה,55761839,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/p5v79x3r,200,9.0,במרכז רמת גן קרוב לביאליק מתאים לחברות קבלניות לעובדים זרים בכל חדר מקלחת ושירותים מקום לחדר כביסה כניסה מהרחוב לא צריך להיכנס לבניין מעולה לכל מטרה הבעלים נותנים זמן להתאים את המקום לצרכים של השוכר,12000,False,False,True,,2026-08-27 12:53:15,2026-09-10T19:28:40+00:00,p5v79x3r,רמת גן,"שכונת חשמונאים, מרכז העיר א",ארלוזורוב,0,דירה,44785130,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/pjwpi8g6,97,3.0,"קומה 44  נוף פנורמי של עננים והרבה ים. אופטימיות מרחפת עם אוושת הרוח ושקט של מלאכים. 
קירות מסך (רצפה לתקרה) חלונות כפולים עם תריסים חשמליים. ממד.
3 חדרים מעוצבת (מיכל האן), חדשה, בית חכם, הנמכות תקרה תאורת לד, תאורה נסתרת. חימום תת רצפתי (כולל באמבטיות). מיזוג VRF, דק סינתטי במרפסת.
מטבח מפואר של בולטהפ, ארונות מרחפים, אסלות נסתרות, חניה תת קרקעית ומחסן צמוד.
צמוד לרכבת הקלה (ממש למטה). בריכה",12000,True,True,True,,2026-08-01 21:03:59,2026-09-10T19:28:40+00:00,pjwpi8g6,רמת גן,שכונת הראשונים,ארלוזורוב 82,44,דירה,62861390,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/q78hbga7,97,3.0,"נוף עוצר נשימה!!!! קומה 44! שתי כיווני אויר! דירה משודרגת! ממד! חניה! מרפסת! דירת 3 חדרים מוכנה לכניסה מיידית!
מטר מהרכבת הקלה! מטר מתחנת סבידור!
בריכה! חדר כושר!",12000,True,True,True,,2026-08-17 07:30:53,2026-09-10T19:28:40+00:00,q78hbga7,רמת גן,שכונת הראשונים,ארלוזורוב 82,44,דירה,73576174,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/rxf0gp7e,155,4.5,"לאוהבי הספייס והאירוח הדירה הבאה בשבילכם!  מרכז העיר, הכל מתחת לבית כולל רכבת קלה, חנויות נוחות, גני ילדים, פארק הירקון ועוד. 140 מ""ר + 14 מ""ר פרופר מערב! כניסה מיידית - שכירות לטווח ארוך - מקום לשלוש חניות - אין דירות  כאלה - שווה למהר. 3 חדרי שינה מרווחים + ממ""ד + סלון - חדר מאסטר עם שירותים ומקלחת + חדר רחצה לכלל הבית + שירותים בכניסה לבית אורחים. בית מושלם ! שווה למהר :)",12000,True,True,True,,2026-08-28 19:02:04,2026-09-10T19:28:40+00:00,rxf0gp7e,רמת גן,"שכונת בן גוריון, מרכז העיר ג'",ביאליק,16,דירה,57610333,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/wxrglgwe,96,3.0,"* ברשותי מגוון דירות להשכרה ומכירה בפרויקט - EXCHANGE ( אקסצ'יינג' ).
קומות גבוהות עם נוף פתוח ומרשים!
שטח הדירה 84 מ""ר + 12 מ""ר מרפסת ( נוף פתוח )!
מקלחת + אמבטיה. 
חימום תת רצפתי. 
חניה + מחסן.
פיר אשפה קומתי ( שוט אשפה ). תרילון ( תריסים ונציאניים ) בכל החלונות.
בריכה חצי אולימפית, בריכת פעוטות,
מתחמי עבודה לדיירים,
לאונג דיירים יוקרתי,
שומר 24/7",12000,True,True,True,,2026-06-12 23:16:59,2026-09-10T19:28:40+00:00,wxrglgwe,רמת גן,שכונת הראשונים,ארלוזורוב 82,44,דירה,59536244,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/tp7kzpq5,160,5.5,"דירה יפיפייה להשכרה  הסלון גדול ומואר, עם יציאה למרפסת שמש. המטבח גדול ומאובזר, חמישה וחצי חדרים מרווחים ונעימים, (המאסטר כולל חדר רחצה צמוד . וחדר ארונות גדול ומרווח)
הפרויקט עצמו איכותי ומאובזר, עם חניון תת-קרקעי, מועדון דיירים, סאונה ושומר.
הדירה ממוקמת בגבול ת""א ליד הרכבת הקלה והבורסה. הפרויקט ממוקם במיקום מרכזי ונגיש עם גישה נוחה לכל האזורים",12300,True,True,True,,2026-01-11 13:54:11,2026-09-10T19:28:40+00:00,tp7kzpq5,רמת גן,בורסה,הרי הגלעד,16,דירה,82639801,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/1xeh6py8,205,5.0,"דירת מיני פנטהאוז להשכרה להשכרה     (צמוד למתחם הבורסה)  מרפסת עם נוף פתוח לירוק 5 חדרים נעימה בניין עם שומר, חדר כושר  בריכה סאונה וחניה פרטית",12500,True,True,True,,2025-02-24 13:46:03,2026-09-10T19:28:40+00:00,1xeh6py8,רמת גן,תל בנימין,הרי הגלעד,12,גג/ פנטהאוז,82320103,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/a4egtpkd,210,5.5,"פנטהאוז משופץ 2 קומות להשכרה!!! בשכונת חרוזים המבוקשת! דירת5.5  חד. 170 מ""ר. + מרפסת שמש 40 מר עם נוף פתוח .2 חניות בטאבו ,3 שירותים ו-2 מקלחות .

מיקום מושלם.פסיעה מפארק נפוליאון דקה הליכה לרכבת קלה וסבידור ולבורסה.

תיווך;חודש+ מעמ",12500,True,False,True,,2026-08-16 10:56:03,2026-09-10T19:28:40+00:00,a4egtpkd,רמת גן,חרוזים,אנה פרנק,4,גג/ פנטהאוז,47368288,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ah9xjh3q,145,5.0,"בבניין בוטיק בן 4, דירה ענקית בת 5 חד + מחסן + חניה. לדירה סלון מטבח כרחבת ריקודים. מרפסת ארוכה כ-15 מר.הדירה מתוכננת כ2 אגפים. ממ""ד גדול בכל אגף. 
חניה  ומחסן פרטי לירה. בקרבת הרכבת הקלה, הבורסה ויציאה מהעיר.  רח' שקט וחד סטרי. 2 דיירים בקומה. פונה לדרום.מזרח ומערב",12500,True,True,True,,2026-06-02 00:01:56,2026-09-10T19:28:40+00:00,ah9xjh3q,רמת גן,"שכונת חשמונאים, מרכז העיר א",בועז,3,דירה,45802439,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/esp2cekd,190,5.0,"דופלקס גג יוקרתי להשכרה - מפרטי! 
5 חד' מרהיבה, מרווחת מאוד , משופצת מהיסוד בסטנדרט גבוהה במיוחד ובתכנון אדריכלי מוקפד כולל תשתיות חשמל ואינסטלציה חדשות לחלוטין הכל חדש, איכותי מוכן לכניסה!
מעלית 
חניה פרטית מקורה בטאבו 
מזגנים חדשים
3 חדרי רחצה + 3 שירותים 
גג ענק ומרהיב כ 70 מ""ר פתוח 
מקלט מתוחזק ונגיש בבניין ! 
בניין בוטיק 6 דיירים בלבד בסביבת מגורים איכותית ונעימה נגישה להכל. 
מיקום מעולה !!",12500,True,False,True,,2026-08-19 08:02:48,2026-09-10T19:28:40+00:00,esp2cekd,רמת גן,נגבה,חד נס 41,3,דופלקס,51310587,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/jbt7a5lh,120,5.0,"מספר נכס: 7041199, במיקום שקט ומבוקש, כחדש!!! דופלקס פנטהאוס שקט, נדיר !!!",12500,True,True,True,,2026-09-03 13:42:12,2026-09-10T19:28:40+00:00,jbt7a5lh,רמת גן,נחלת גנים,הלפיד 1,8,גג/ פנטהאוז,65258562,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/rdz2e2pp,92,4.0,"דירת 4 חדרים ענקית מוארת ומרווחת , עם מרפסת גדולה כ 20 מ""ר, חזיתית עם נוף ירוק לפארק , קו ראשון . הבניין חדש, שלא מזמן סיים תמ""א. דירה חדשה ומהממת בעלת סלון גדול ו-3 חדרי שינה אחד ממד, ואחד חדר מאסטר, שבנוסף אליהם ישנו חדר רחצה נוסף.הדירה מודרנית, עם עיצוב נקי ויוקרתי ואווירה ביתית וחמימה. בדירה ארונות מובנים, מכונת כביסה ומטבח חדש . לתיאום סיור ופרטים נוספים בווצאפ או בטלפון - שיר (זמינה בשבת )",12500,True,True,False,,2026-08-02 16:24:45,2026-09-10T19:28:40+00:00,rdz2e2pp,רמת גן,חרוזים,יהודית 1,6,דירה,69751961,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/udjwtrp1,131,4.0,"להשכרה מתיווך הפול נדל""ן!
100 מ""ר משכונת בורוכוב גבעתיים - הרב חבה!
פרויקט חדש של חברת GML ישראל  - דירת מיני פנטהאוז מדהימה חולשת על מחצית מהקומה 94 בנוי (4 חד') + מרפסת שמש של 37 מ""ר 2 חניות תכנון מושלם שיווק בלעדי מיקום מצויין
100 מ""ר ממרכז פרנדלי החדש",12500,True,False,True,,2026-06-11 18:28:50,2026-09-10T19:28:40+00:00,udjwtrp1,רמת גן,"שכונת חשמונאים, מרכז העיר א",הרב חבה אליהו,8,גג/ פנטהאוז,48497132,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/kjntqgl2,266,6.0,"מפרטי ללא תיווך. דירת גן ענקית בבניין חדש (פחות מ-10 שנים), בגודל של כ-150 מ""ר. חצר צמודה פרטית של כ-120 מ""ר. 
6 חדרים (5+סלון). שני חדרי מאסטר עם מקלחת ושירותים ועוד מקלחת שירותים כלליים. 
סלון ומטבח מרכזיים באמצע הדירה. 
2 חניות (עוקבות) ללא מכפיל. 
ממ""ד, תריסים חשמליים, רשתות. שני מזגנים מיני מרכזיים. 
יכולה להתאים לשותפים",12900,True,True,True,,2026-09-03 20:27:17,2026-09-10T19:28:40+00:00,kjntqgl2,רמת גן,יד לבנים,הסנה 9,0,דירת גן,69759416,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/yhqfh3l1,40,7.0,"להשכרה מתיווך 
דירת גג 230 מ""ר גג 40 מ""ר 5 חדרי שינה, מטבח וסלון גדולים למטה ולמעלה 
יציאה לגג גדול במיוחד נוף פתוח 
חדר שירותים עם מקלחת ולמעלה שירותים ומקלחת לכניסה מיידית 
מעלית חניה משותפת",12900,True,False,True,,2026-08-26 14:26:03,2026-09-10T19:28:40+00:00,yhqfh3l1,רמת גן,רמת השקמה,אחד העם 23,5,גג/ פנטהאוז,68213304,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/10wkugc4,140,5.0,"דירה יפיפיה ,מתוכננת היטב, ניתן להסב אותה לדירת 6 חדרים, האיכלוס בדצמבר,",13000,True,True,True,,2026-08-06 18:31:07,2026-09-10T19:28:40+00:00,10wkugc4,רמת גן,נחלת גנים,העמל 27,2,דופלקס,47866914,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/1uh2rcqw,171,4.0,"שטח: 121 מ""ר בנוי + 50 מ""ר במפלס אחד, מרפסת פתוחה למערב עם נוף פתוח, נקודות מים, גז וניקוז.

מאפיינים: 3 כיווני אוויר (דרום, מערב, צפון) לאור ואוורור מרבי.

מפרט: חשמל חכם מלא, מיזוג מתקדם, מטבח משודרג עם מוצרי Built-in ואי ישיבה.

הבניין והחניה: בניין בוטיק חדש עם לובי מעוצב ו-2 מעליות. חניה תת-קרקעית רגילה (רצפת אפוקסי) + הכנה לעמדת טעינה.

מיקום: שקט ומרכזי, במרחק הליכה ממסחר ותחבורה",13000,True,False,True,,2026-08-18 18:26:39,2026-09-10T19:28:40+00:00,1uh2rcqw,רמת גן,"שכונת חשמונאים, מרכז העיר א",,9,גג/ פנטהאוז,43615898,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/k8zq495n,135,5.0,"מגדל טיים טוואר , מגדל בגבול רמת גן תל אביב מול הבורסה ליהלומים , מול תחנת רכבת סבידור , ומול תחנת רכבת קלה . בניין מנוהל ברמה גבוהה עם שומר 24 שעות וכוי",13000,True,True,True,,2026-08-19 21:53:16,2026-09-10T19:28:40+00:00,k8zq495n,רמת גן,שכונת הראשונים,המעיין 3,29,דירה,81057959,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/el1ghrfu,212,5.5,"להשכרה-דופלקס עליון בבית דו משפחתי .בשכונה שקטה ופנימית ברמת גן.
בית עם גג גדול כ-35 מ""ר עם נוף פתוח, עורפית לאחר שיפוץ מקיף.
מזגנים חדשים בכל החדרים.
5.5+ חצי חדר, 2 חדרי מאסטר, ממ""ד, מטבח עם שני כיורים, חלונות חשמליים עם רשתות, 12 מר מרפסת-שמש. 
מרגיש כמו בית בכפר עם בתים פרטיים צמודי קרקע.
מיקום מרכזי קרוב למוסדות חינוך, לקניון ולקאנטרי גבעתיים ופארק, מרכזי קניות, יציאה נוחה לאלוף שדה, תחב""צ",13300,False,True,False,,2026-08-10 12:51:32,2026-09-10T19:28:40+00:00,el1ghrfu,רמת גן,קרית בורוכוב,חבר,2,דופלקס,45983658,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/0mswflxr,153,4.0,"דירת 4 חדרים יוקרתית (במקור 5 חדרים) מעוצבת אדריכלית בפרוייקט ""פסגת דן"". הדירה כוללת גם חדר עבודה / משרד עם קיר זכוכית שפונה לפינת האוכל. 
נוף מרהיב לים ולפארק הירקון, 137 מ""ר בנוי + מרפסת 16 מ""ר, 2 חניות מקורות נפרדות, עמדת טעינה לרכב חשמלי, מטבח משודרג, סוויטת הורים, ממ""ד, 3 חדרי שירותים, 2 חדרי רחצה, מזווה, מרפסת שירות. 
בניין ברמה גבוהה מאוד עם שמירה 24/7 , חדר כושר מאובזר ועוד",13500,True,True,True,,2026-07-29 16:05:45,2026-09-10T19:28:40+00:00,0mswflxr,רמת גן,שכונת גפן,המעפיל 10,29,דירה,75132764,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/kcq86k63,170,5.0,"במגדל הייליין המבוקש מגדל עם חדר כושר ושומר 24/7 דירה גדולה ומרווחת כ 140 מר בנוי כ 30 מר מרפסת שמש ,במקור 5 שהפכו ל 4 סלון גדול ומרווח ,שני מאסטרים אחד מהם סוויטה מלכותית ,ממד מרפסת שמש גדולה 30 מר עם נוף מדהים ,חניה פרטית בטאבו השכרה כדאית ביותר",13500,True,True,False,,2026-09-07 16:03:34,2026-09-10T19:28:40+00:00,kcq86k63,רמת גן,שכונת הראשונים,המתמיד,22,דירה,88139537,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ulbfd7zy,230,5.0,"בית פרטי בלב רמת חן, ברחוב שקט ונעים ובמיקום מרכזי.
הבית כולל 5 חדרים מרווחים ומוארים, כולם במפלס אחד וללא מדרגות
חצר פרטית
הבית עבר שיפוץ כללי ומקיף שהסתיים בימים אלה כולל 2 חדר אמבטיה חדשים
מיזוג אויר בכל החדרים בבית
כניסה מיידית",13500,False,False,False,,2026-08-17 21:49:13,2026-09-10T19:28:40+00:00,ulbfd7zy,רמת גן,רמת חן,גולני 12,0,בית פרטי/ קוטג',68266304,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/q9k7nlhg,150,5.0,"דירה מהממת! 5 חדרים כ 140 מטר, פלוס מרפסת כ 15 מטר, 3 מעליות, 2 חניות, ממד, שומר 24/7, חדר כושר, מגדל מפואר, כניסה מיידית",13900,True,True,True,,2026-08-20 13:55:22,2026-09-10T19:28:40+00:00,q9k7nlhg,רמת גן,שכונת הראשונים,,8,דירה,71920918,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ismi76f2,160,3.5,"בשכונת הראשונים, במגדלי  הייליין  היוקרתיים, בקומה ה20 עם נוף פתוח למערב ולדרום. דירה משודרגת 3.5   חדרים שבמקור הייתה 5 חדרים( יש גם  חדר פנימי -ממ""ד  שמשמש כחדר ארונות) 
בנוסף,  חניה פרטית רגילה בחניון התת קרקעי. סוויטת הורים ענקית, מרפסת שמש    בגודל 30 מ""ר, מערכת מיזוג vrf עם שליטה בחדרים, מים חמים 24/7, ו 3  חדרי שרותים ורחצה . 
בבניין יש חדר כושר, חדר דיירים ושומר 24/7",14000,True,True,True,,2026-07-26 17:58:27,2026-09-10T19:28:40+00:00,ismi76f2,רמת גן,שכונת הראשונים,המתמיד 23,20,דירה,65895377,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/pfej81rz,164,5.0,"להשכרה דירה ברחוב המעיין רמת גן מיקום מנצח(הסיטי החדש), דירת 5 חדרים, קומה 31 עם נוף עוצר נשימה כ-150 מ""ר,2 מזגנים מפוצלים,מרפסת שמש כ 14 מטר +סלון מרווח עם נוף פנורמי לכל  ת""א עד הים, מטבח מרווח+אי גדול, מאסטר הורים מפנק+נוף אורבני כולל מקלחת ושירותים,פ.אוכל ,2 חניות מקורות, 4 מעליות,מחסן. בניין חדיש עם לובי מפואר שומר 24/7+פינת ישיבה ,חדר כושר מקצועי ומושקע, חדר דיירים מושקע!!",14900,True,True,True,,2026-08-05 18:56:42,2026-09-10T19:28:40+00:00,pfej81rz,רמת גן,שכונת הראשונים,,31,דירה,54506481,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/l4alotpa,230,5.0,"להשכרה פנטהאוז 5 חדרים מפואר, גדול ומרווח ברחוב האשל הקטן והשקט ברמת גן,
150 מ""ר בנוי + 80 מ""ר מרפסת שמש ענקית עם דק עץ, פינת מנגל, פינות ישיבה וחדר טלוויזיה לאירוח
*יחידת הורים + שני חדרי שירותים ואמבטיה נוספים
*מיזוג מיני מרכזי
*דוד שמש וחשמל
*2 חניות רגילות צמודות ופרטיות
*מחסן תת קרקעי 
*3 מעליות
*ארנונה לחודשיים- 3,900 ש""ח 
*ועד בית- 1,487 ש""ח 
*דמי שכירות- 15,000 ש""ח
*תאריך כניסה- 15.08.2026
",15000,True,False,True,,2026-07-27 12:00:59,2026-09-10T19:28:40+00:00,l4alotpa,רמת גן,"שכונת יהלום, מרכז העיר ב",האשל,21,גג/ פנטהאוז,79844178,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/sve4f3kj,238,5.0,"להשכרה פנטהאוז 5 חדרים מפואר, גדול ומרווח 
158 מ""ר בנוי + 80 מ""ר מרפסת שמש ענקית עם דק עץ, עם פינות ישיבה וחדר טלוויזיה לאירוח
*יחידת הורים + שני חדרי שירותים ואמבטיה נוספים
*מיזוג מיני מרכזי
*דוד שמש וחשמל
*2 חניות רגילות צמודות ופרטיות
*מחסן תת קרקעי 
*3 מעליות
*ארנונה לחודשיים- 3,900 ש""ח 
*ועד בית- 1,487 ש""ח 
*דמי שכירות- 15,000 ש""ח
*תאריך כניסה- מיידית",15000,True,True,True,647,2026-08-12 00:52:42,2026-09-10T19:28:40+00:00,sve4f3kj,רמת גן,"שכונת יהלום, מרכז העיר ב",האשל 12,21,גג/ פנטהאוז,46225356,
